priority,image,title,targetPrice,specName,itemId,specCount,invitationId,updateDate,modelId,originLink,link1688,category1,category2
P1,https://cf.shopee.vn/file/vn-11134207-820l4-mfc0gzmtojyh4b,1公斤优质、加厚、耐用的尼龙手套/连指手套。,16.25,尺寸 Nữ，3Kg,26423172543,1,IVCN202602250035,02-25,259031550966,http://shopee.vn/product/76762034/26423172543,https://detail.1688.com/offer/604635731331.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0b51056217674934617692369e10d8&token=eKehmfDyLqye9mG9u94CI5jZNyx7rVEJaxNcirG%2FmyNvXXxT2tpswFaBqVK3VZVC&tracelog=cps&clickid=f67898cc37975e0613f7093a651b1819&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B19D7E2E6C949FAC2A3B1F8C665A1D1855CF0213FB9884C4E0AA2C18A08E0782A7348394BC3CC3C62B9992F8828C4BE892BA5B51AD94533648C6183ADA6CAFCAAA9506B8048E2A56750AD1BF94EEBE1A76329307834711F51688B96AD6C8A55CBCE3DDAF0EDCE3B316184940B1A1B6E7A5F76610466F230FE41CF333885004F569D55FCE42FB916D48%26cbu_cps_trace_flag%3Dwrite,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/sg-11134201-824ix-mfjg5dew6uiwc4,围裙，无袖网眼围裙，防水、防污、耐磨，适用于厨房或仓库，五五折。,8.8,黑色短款背心围裙,41773091093,5,IVCN2025112115867,02-25,261877065479,http://shopee.co.th/product/1576632239/41773091093,https://detail.1688.com/offer/978651288226.html?spm=a26352.b28411319/2508.0.0,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/sg-11134201-824ga-mfjg5evlf85k1b,围裙，无袖网眼围裙，防水、防污、耐磨，适用于厨房或仓库，五五折。,8.8,卡其色短款背心围裙,41773091093,5,IVCN2025112115867,02-25,261877065480,http://shopee.co.th/product/1576632239/41773091093,https://detail.1688.com/offer/978651288226.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/sg-11134201-824gs-mfjg5g9000st55,围裙，无袖网眼围裙，防水、防污、耐磨，适用于厨房或仓库，五五折。,8.8,绿色短款背心围裙,41773091093,5,IVCN2025112115867,02-25,296876845521,http://shopee.co.th/product/1576632239/41773091093,https://detail.1688.com/offer/978651288226.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/sg-11134201-824gv-mfjg5jin3nd88b,围裙，无袖网眼围裙，防水、防污、耐磨，适用于厨房或仓库，五五折。,9.8,长款黑色围裙背心,41773091093,5,IVCN2025112115867,02-25,296876845522,http://shopee.co.th/product/1576632239/41773091093,https://detail.1688.com/offer/978651288226.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417688124731391340e10a2&token=hDSTearP%2FStEf5iqxwXWgg4xShjaOFqW8Q1YeJxR%2FoizW9jhStwOCO%2BkCI%2BzrJa%2F,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/sg-11134201-824j3-mfjg5nx7oykrd4,围裙，无袖网眼围裙，防水、防污、耐磨，适用于厨房或仓库，五五折。,9.8,绿色长款背心围裙,41773091093,5,IVCN2025112115867,02-25,296876845524,http://shopee.co.th/product/1576632239/41773091093,https://detail.1688.com/offer/978651288226.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P1,,皮革焊接防护服围裙，加厚带口袋,23,围裙,20340944875,1,IVCN2025082957024,02-25,300715441522,http://shopee.ph/product/167154698/20340944875,https://detail.1688.com/offer/576662645157.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i23&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,厨具,围裙和厨房手套
P1,https://cf.shopee.com.my/file/vn-11134207-7ras8-mckcumhbmxr07e,粉色橡胶手套 全尺寸 MS M L (35CM 37CM 39CM) DONG RAINBOW 橡胶手套,17.5,39厘米（L码），5双装,43813498179,1,IVCN202602250037,02-25,301144650455,http://shopee.com.my/product/1609335677/43813498179,https://detail.1688.com/offer/990695537065.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717706057283488060e0ec2&token=cqD6%2FEIRN52MS1pMUTNsiBXsPiCJC%2F%2B1nbkFgEwpxNKHMW6INCgemsj9SF53TnbB,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/sg-11134201-821fb-mh5zmckdnl735c,围裙，无袖围裙，带围兜的围裙，防水防油。适合体重40-80公斤。适用于厨房和工作场所。六折优惠。,4.4,卡其色 - 海贼王,45800159186,3,IVCN2026010516038,02-25,320013456477,http://shopee.co.th/product/1576632239/45800159186,https://detail.1688.com/offer/915597404443.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17675205646412279e0ef6&token=oYiLonuM%2FjRU%2Bgm0OSXUHqS6M%2Btmh5M%2Fe8j61xHrSrrD5HWJzDUywilxhUeGcQsa,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/sg-11134201-821fq-mh61hpb1c00dad,围裙，无袖围裙，带围兜的围裙，防水防油。适合体重40-80公斤。适用于厨房和工作场所。六折优惠。,4.4,黑色 - 一件式,45800159186,3,IVCN2026010516038,02-25,320013456479,http://shopee.co.th/product/1576632239/45800159186,https://detail.1688.com/offer/915597404443.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17675205646412279e0ef6&token=oYiLonuM%2FjRU%2Bgm0OSXUHqS6M%2Btmh5M%2Fe8j61xHrSrrD5HWJzDUywilxhUeGcQsa,厨具,围裙和厨房手套
P1,https://cf.shopee.co.th/file/cn-11134207-820l4-mh61kl3mkyyz80,围裙，无袖围裙，带围兜的围裙，防水防油。适合体重40-80公斤。适用于厨房和工作场所。六折优惠。,4.4,深绿色 - 一件,45800159186,3,IVCN2026010516038,02-25,330141247025,http://shopee.co.th/product/1576632239/45800159186,https://detail.1688.com/offer/915597404443.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17675205646412279e0ef6&token=oYiLonuM%2FjRU%2Bgm0OSXUHqS6M%2Btmh5M%2Fe8j61xHrSrrD5HWJzDUywilxhUeGcQsa,厨具,围裙和厨房手套
P1,https://cf.shopee.ph/file/cn-11134207-820l4-mjj6wwlqed508f,围裙可擦手家用厨房北欧风韩版防水黑白成人情侣围裙,3.26,B款蓝色,28978577683,1,IVCN202602250039,02-25,365440467851,http://shopee.ph/product/116320477/28978577683,https://detail.1688.com/offer/999368556941.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bab14ad17706055351031138e0e8d&token=DQ0NjxbvYBZ3NYUBH34bH68P15WopJrS6a0SNxlNJfBl1n1zctpHxaa7nh5%2FnJ8m,厨具,围裙和厨房手套
